org_id,reassign_num
918.0,6.0
867.0,3.0
1232.0,3.0
1182.0,2.0
948.0,2.0
1030.0,1.9
1083.0,1.625
1328.0,1.5
1237.0,1.5
1247.0,1.4444444444444444
952.0,1.3333333333333333
912.0,1.226027397260274
1032.0,1.2222222222222223
1273.0,1.1379310344827587
837.0,1.0
930.0,1.0
1202.0,1.0
1753.0,1.0
1325.0,0.9913793103448276
1165.0,0.9333333333333333
1068.0,0.924187725631769
1377.0,0.9117647058823529
1043.0,0.8654173764906303
1228.0,0.8614457831325302
17498.0,0.8607594936708861
1303.0,0.855
1085.0,0.8333333333333334
1297.0,0.8299492385786802
1040.0,0.8285123966942148
1067.0,0.8260869565217391
1213.0,0.81335436382755
1017.0,0.7910447761194029
1038.0,0.7735697018533441
1057.0,0.7711771177117712
1123.0,0.7316810344827587
1300.0,0.716441620333598
1050.0,0.6996996996996997
1045.0,0.6988167308750688
1060.0,0.6868953386103782
1048.0,0.6655778894472362
15833.0,0.6595744680851063
835.0,0.6459390862944162
1058.0,0.6456953642384106
978.0,0.6175
1053.0,0.6157303370786517
992.0,0.6116071428571429
853.0,0.5774193548387097
877.0,0.5673758865248227
1087.0,0.5634328358208955
1042.0,0.5479794268919912
1063.0,0.5453838174273858
1272.0,0.5398050365556458
1028.0,0.5372183372183372
942.0,0.5132402503610978
1037.0,0.5091879075281565
1260.0,0.5
1233.0,0.5
1337.0,0.5
1732.0,0.5
1183.0,0.5
1055.0,0.43874797625472206
1065.0,0.4264069264069264
910.0,0.41316872427983536
1047.0,0.3906173444390005
1243.0,0.35294117647058826
1342.0,0.34616053162898286
1062.0,0.24605454613289557
1355.0,0.23273399428667452
988.0,0.0
1205.0,0.0
