org_id,reassign_num
918.0,6.0
1232.0,3.0
867.0,3.0
1182.0,2.0
948.0,2.0
1030.0,1.9
1237.0,1.5
1328.0,1.5
1247.0,1.4444444444444444
952.0,1.3333333333333333
912.0,1.3088235294117647
1032.0,1.2222222222222223
1273.0,1.1379310344827587
1165.0,1.0481927710843373
1355.0,1.0167130919220055
1753.0,1.0
930.0,1.0
837.0,1.0
1202.0,1.0
1325.0,0.9913793103448276
1303.0,0.9767441860465116
1068.0,0.9731800766283525
1228.0,0.9285714285714286
1377.0,0.9117647058823529
15833.0,0.9032258064516129
17498.0,0.8774193548387097
1067.0,0.8728323699421965
1043.0,0.8654173764906303
1040.0,0.854389721627409
1085.0,0.8333333333333334
1297.0,0.8320610687022901
1213.0,0.8225119744544971
1017.0,0.803030303030303
1057.0,0.7844602166604407
1038.0,0.7759805903760615
1123.0,0.7729357798165137
1050.0,0.756578947368421
1300.0,0.716441620333598
1045.0,0.7053670745272526
1060.0,0.6869488536155203
835.0,0.6816734879490678
1058.0,0.6759581881533101
1048.0,0.6673387096774194
853.0,0.6640625
1037.0,0.6506122448979592
942.0,0.6341313689379988
1028.0,0.6304347826086957
992.0,0.6244274809160305
1053.0,0.6192090395480226
978.0,0.6175
1047.0,0.6166803615447822
1272.0,0.6113435611343561
1055.0,0.5817717206132879
877.0,0.5802238805970149
1087.0,0.5763358778625954
1063.0,0.5675527541792272
1065.0,0.5589761328260118
1042.0,0.5481066745248269
1342.0,0.5224267808583127
1083.0,0.5
1260.0,0.5
1233.0,0.5
1337.0,0.5
1732.0,0.5
1183.0,0.5
1062.0,0.4244959244959245
910.0,0.4229934924078091
1243.0,0.35294117647058826
988.0,0.0
1205.0,0.0
