,index,Estimate,Std. Error,t value,Pr(>|t|)
0,PARENT_SERVICEIT Continuity Support Service,4020.15098767656,1790.05558946396,2.2458246611662,0.0247162110400931
1,(Intercept),198.95901234886,197.678570502557,1.00647739329077,0.314187067390118
2,PARENT_SERVICEMiddleware,-183.021161636026,198.203924192904,-0.923398274687532,0.355800684433609
3,PARENT_SERVICESatellite,302.693914480471,340.994660669097,0.887679337519619,0.374714215962874
4,PARENT_SERVICEMainframe,-166.009709621263,199.210472313598,-0.83333826627312,0.404654868540384
5,PARENT_SERVICEMidrange,-159.488559463542,197.861237705065,-0.806062679650667,0.420207564125139
6,PARENT_SERVICEWorkplace Technology Services,-169.514201424617,213.837423521842,-0.79272467200907,0.427939091542346
7,PARENT_SERVICEMobile Devices,-145.770409741164,198.433551877592,-0.734605656966144,0.462580460237875
8,PARENT_SERVICEGC WAN,-144.767396314512,197.983116711002,-0.731210815949677,0.464651159013606
9,PARENT_SERVICEDatabase,-147.567972875728,207.946106681043,-0.709645278918708,0.477924871854791
10,PARENT_SERVICEDistributed Print,-159.997709825417,228.858187879386,-0.699112893045102,0.484482207061181
11,PARENT_SERVICEInternal Credential Management (ICM),-146.443360910882,210.79023495334,-0.694735033353411,0.487222088765771
12,PARENT_SERVICEDirectory Services,-137.993086423351,199.546441011591,-0.691533688718283,0.489230933494117
13,PARENT_SERVICEEmail,-134.871589425613,199.125214385131,-0.677320498270782,0.498203326979413
14,PARENT_SERVICEHigh-performance Computing,-113.653569734557,198.035641969285,-0.573904619412826,0.566032922762499
15,PARENT_SERVICESecure Remote Access,-110.220714254536,199.757428613944,-0.551772792728278,0.581104580110646
16,PARENT_SERVICEStorage,-108.566867007606,199.138670060165,-0.545182243985086,0.585628724692936
17,PARENT_SERVICESolutions Integration Service (SIS),973.560987651511,1790.05558945925,0.543871929667621,0.586530147461186
18,PARENT_SERVICECloud Brokering,-136.976686767848,252.217016491108,-0.543090583948279,0.587067975419361
19,PARENT_SERVICEData Centre Facilities Management,-96.3300084204511,199.520230178261,-0.48280822618531,0.629232380844372
20,PARENT_SERVICEManaged Secure File Transfer,-138.782206793688,288.163558811287,-0.481609150602468,0.630084094690825
21,PARENT_SERVICEGovernment of Canada Managed Security Service,-107.121627189546,224.190427904679,-0.477815347384463,0.632782102625607
22,PARENT_SERVICEFixed Line,-91.7687891431301,198.48188319105,-0.462353478653754,0.643828303615663
23,PARENT_SERVICEConferencing Services,-72.27001688583,200.256057883899,-0.36088804328571,0.718183482269858
24,PARENT_SERVICEIntra-building Network Services,-70.1663953926128,198.07326047493,-0.354244662931136,0.723155867926624
25,PARENT_SERVICEContact Centre,-65.5846908176097,199.030206068106,-0.329521292839174,0.741762010343526
26,PARENT_SERVICEClassified Infrastructure,-103.576221651165,335.688301479536,-0.308548797186724,0.757665062075119
27,PARENT_SERVICEFirewall,-57.6705634361448,199.314391843415,-0.289344702621634,0.772317874386546
28,PARENT_SERVICEToll-free Voice,-62.7757809079375,229.997278730509,-0.272941407195921,0.784898507592099
29,PARENT_SERVICEOther Activities,-52.0523351128495,197.942827157529,-0.262966513413616,0.792576631092944
30,PARENT_SERVICEWTD Provisioning,-171.595679015723,752.737570420384,-0.227962155416118,0.819675869447638
31,PARENT_SERVICEFacilities-as-a-service (FaaS),-195.489012348674,1790.05558945906,-0.10920834721549,0.9130373375446
32,PARENT_SERVICEBulk Print,70.8043209848607,752.737570420489,0.0940624246313472,0.925059652868024
33,PARENT_SERVICEInternet,-94.1390123497534,1790.05558946052,-0.052589993799089,0.958058636592729
